"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G68500",19.8822909469161,2.36495959038275,0.544308611152976,4.34488733399459,1.39347163982753e-05,0.000286073453026663
"AT1G15500",2726.90081859135,-0.260537410034114,0.109663383128997,-2.37579219790843,0.017511321504904,0.0891604481857166
"AT1G77760",12414.8592034808,-2.40511815116746,0.215988108479355,-11.1354192973885,8.43471329548147e-29,4.71305825987519e-26
"AT1G24062",0,NA,NA,NA,NA,NA
"AT1G53510",945.483898019815,-0.370688170262372,0.140608400395318,-2.63631596135216,0.00838116503371676,0.052094223734956
"AT1G51410",1.66995840698974,0.0251340503597319,1.4722094188338,0.0170723336219664,0.986378910266894,NA
"AT1G50020",125.763685287197,0.49307394135579,0.187701917873545,2.62689879220081,0.0086166958258448,0.0532544059661968
"AT1G22370",43.60296814798,1.18215232749573,0.355242491828981,3.32773346287875,0.000875555919890453,0.00902986966694404
"AT1G53265",0,NA,NA,NA,NA,NA
"AT1G17270",234.999075721936,-0.0893620502911581,0.150976156420203,-0.591895120461551,0.553920821523584,0.780842392304932
"AT1G74350",62.8875703031009,0.687118941584426,0.254077944363166,2.70436280215765,0.00684355239333608,0.0446243847263854
"AT1G75230",804.935592463062,0.506592899851254,0.204933787978321,2.47198329201256,0.0134365795944852,0.0737742359594411
"AT1G29150",2882.08784817866,0.103375318657196,0.0848049523234696,1.21897738074179,0.222852777718126,0.486029596880845
"AT1G17140",546.096808882113,-0.0101989551664974,0.125581164197432,-0.0812140517383889,0.935271724759815,0.975888983766622
"AT1G08380",92.9310266262903,-0.442611848969832,1.35265195097486,-0.327217839482538,0.743503128982166,0.891481785224176
"AT1G43560",146.805283004631,0.0613852278537398,0.183008619766497,0.335422604312639,0.737306318830599,0.887815492035885
"AT1G07700",54.7075652700946,-0.324600945171674,0.330040248385687,-0.983519273056488,0.325351934479851,0.594754580671497
"AT1G33750",571.892028523389,-0.678695145167481,0.209292283607084,-3.24281016705629,0.00118357042209732,0.0113660812116723
"AT1G61270",5.7677235646811,0.767446350944129,0.877948423996812,0.874136031192324,0.382044177445574,0.648808191622034
"AT1G14750",105.839710546885,-0.0550667195940866,0.201925027902733,-0.272708738317532,0.785077117025396,0.912320095054889
